major,class_year,study_hours,sleep_hours,class_attendance,coffee_cups,exam_score,letter_grade
Business,Junior,15.290179648412757,6.28910606226585,87.8342900555852,5,93.80607419549382,A
Psychology,Sophomore,7.116625400115911,5.710628995320808,84.90300576577508,0,76.24044254464964,C
Business,Freshman,12.835454380019021,7.940853525565723,99.63356560644662,1,89.21944757941478,B
Engineering,Sophomore,4.161319504480898,7.265986170469564,74.093192576702,0,71.77158763092652,C
Computer Science,Junior,6.687255804406278,6.039035190233052,90.85433662142782,4,86.39546001554086,B
Engineering,Freshman,12.787444943476494,6.034429105142745,82.12956304312877,2,95.06762001828416,A
Biology,Senior,14.953866319981643,6.897793770638884,82.84598844776845,0,100.0,A
Psychology,Freshman,12.685473124759882,8.702119372760453,91.52793296974528,5,87.31690372542144,B
Biology,Senior,11.537406870447038,6.966367783772756,90.77308453973109,1,78.71792016481604,C
Psychology,Freshman,10.795585217642845,5.847171342193705,99.73767981106565,2,90.16344895800684,A
Engineering,Senior,6.0859120385302905,6.97883124232265,73.85182868362375,3,80.86562768848897,B
Business,Junior,9.120623166421165,6.954548787227097,73.12328948152499,2,92.27855955297507,A
Business,Junior,10.15744491616085,4.772802021352586,91.73016451386223,1,74.67373683982892,C
Psychology,Junior,16.22848890487566,7.151134620133969,87.35160751019228,1,94.59298827804463,A
Business,Freshman,13.374473158273846,6.99215892281219,78.22481999679418,4,76.79620603221727,C
Engineering,Junior,4.947839378549064,7.826585728332077,72.3825810696696,1,69.48535637681907,D
Business,Sophomore,13.29633587757918,8.86406048545081,72.56974748789291,1,100.0,A
Engineering,Junior,10.459670878334734,8.213908526592983,96.82572623992354,1,81.60017568840031,B
Biology,Senior,9.292311998776166,6.958000178500653,75.75601974156228,0,86.00392502666513,B
Engineering,Senior,14.446705155363471,6.204126682132497,79.70114686346562,2,89.5649165170159,B
Computer Science,Senior,16.123998089983804,9.516023822924875,76.79969206680964,1,100.0,A
Computer Science,Freshman,15.725120476464795,7.25329659061304,80.64988917495812,1,86.29367881561677,B
Computer Science,Sophomore,8.643129907109445,7.212536362721652,72.08271528238281,0,80.51536593679447,B
Psychology,Junior,10.763150496595141,7.178287421600997,85.5717937272481,1,60.51727445770503,D
Psychology,Sophomore,13.325053725614255,7.378276284691069,72.02837690776644,0,88.88736335809209,B
Psychology,Sophomore,15.902180508489437,7.070075629268452,94.01069523467085,0,82.54612461285832,B
Engineering,Senior,10.08330304861884,6.683704193807787,77.011362457313,0,91.85677913004766,A
Psychology,Senior,11.257364093344732,6.707826952883647,86.20035743813531,0,91.04720025679997,A
Biology,Senior,7.574660103975887,7.170522056805602,96.40237262684374,2,81.15340316968401,B
Computer Science,Freshman,7.215173503677317,6.710917705979612,89.52632107141582,1,88.10780808433455,B
Engineering,Sophomore,15.250103289576792,6.558438795590552,85.98873359654006,2,85.79655326385608,B
Computer Science,Sophomore,17.42496011428329,7.295787204922707,79.73001259346127,1,100.0,A
Psychology,Freshman,11.711959513678664,6.970520504321231,79.99005739174594,1,93.67962420065798,A
Engineering,Freshman,16.014131591568095,8.55359368972442,90.0846086559457,4,96.16903773828487,A
Business,Freshman,13.446544100190536,4.814127172446289,99.82418083663502,1,95.88854895655217,A
Biology,Sophomore,9.419520981579502,8.182356166730216,89.85517569548136,1,74.14613231027715,C
Psychology,Sophomore,13.445582422033656,8.321476673247867,86.73350252110075,3,85.46638304612446,B
Psychology,Senior,18.152146265863877,5.3339487908326655,91.91951530717739,3,93.06692718523192,A
Biology,Senior,11.856695843560194,6.891581165327686,83.95616836851154,1,82.19028093931183,B
Biology,Sophomore,18.258574623256024,6.865703220603788,71.80427027802355,1,92.01495785998691,A
Business,Senior,1.5210195836410225,5.933239474753961,86.86890447633729,2,72.0307668329038,C
Psychology,Freshman,15.287610017500896,6.499964981168213,98.7287585351614,1,91.31185430729565,A
Psychology,Junior,12.348188272952685,6.200481739080754,75.25908827072979,1,89.28677655597207,B
Computer Science,Senior,10.80397059813653,8.777043399081261,90.70014672461997,2,82.37148948321283,B
Engineering,Sophomore,12.36704310614201,8.042110553832716,76.0280106597717,0,74.70583425987336,C
Engineering,Senior,4.049724341596429,8.344399585494743,86.07483053419244,3,73.58645179688564,C
Computer Science,Senior,11.121312448649952,7.8495048576389115,72.90029348940159,1,70.94310487013004,C
Engineering,Senior,13.428450286046985,6.183853405904494,83.51112808774556,0,88.26929836947635,B
Biology,Junior,17.911576178966065,6.727931760348204,92.68489986685738,5,88.55084492358517,B
Engineering,Freshman,9.92691912690541,7.640437105105127,80.42714572716946,1,99.19808573069606,A
Engineering,Sophomore,8.766025588427249,6.10008497199725,89.94735173461655,1,85.7262855299336,B
Computer Science,Junior,9.992971825661854,7.8416985871551494,93.86349882369188,0,84.59311622736065,B
Business,Sophomore,15.661608470808297,6.983707141657678,97.81533458438358,1,100.0,A
Engineering,Sophomore,13.315004438638738,6.8626612732053625,77.0392624556636,2,82.81647385508738,B
Engineering,Sophomore,9.880959184931845,7.839863971383142,81.97947747427925,0,87.8457411932855,B
Business,Junior,14.053069732453425,7.599836980337436,74.57248039991252,1,93.9149923516534,A
Computer Science,Freshman,12.388310197392162,6.875130450762828,99.77450506475125,4,89.67913876107637,B
Business,Sophomore,15.874579962131557,8.243396823027823,97.81002903772887,1,100.0,A
Computer Science,Freshman,9.19178762449059,6.227043005160093,86.19871390841679,2,85.42243410385787,B
Biology,Freshman,10.689351413608927,7.754342046249837,95.26099883129264,4,87.45787548191457,B
Computer Science,Senior,10.43156738747137,7.733791132171546,85.62873931816127,1,71.31103546086796,C
Biology,Junior,6.145940207471526,6.921408204617409,88.70757064008279,1,66.22281040112776,D
Biology,Junior,13.184481108258304,7.493519720017907,72.6737329634805,2,89.26446654942934,B
Computer Science,Senior,13.044221088719556,6.073997781253228,92.65811261490424,0,88.55526206127608,B
Psychology,Senior,12.020453826569844,8.03162431728621,73.83140450905705,1,79.45080509699157,C
Computer Science,Freshman,11.061651466499413,7.03358807720131,94.78202890757585,2,100.0,A
Engineering,Sophomore,6.338517031798343,6.729549281532865,93.46084263011159,0,86.17021383428424,B
Engineering,Junior,10.317418708938565,8.144108303253201,91.26234093228929,2,89.73143017768452,B
Psychology,Sophomore,10.629141933892923,6.566090678511517,71.08481141574286,0,83.80954316260167,B
Biology,Sophomore,8.790890923113524,5.932384833272796,79.09385067835986,1,76.54086552154973,C
Psychology,Senior,11.354857153335963,5.7990337438284865,77.89337709732528,2,76.06388867290396,C
Engineering,Sophomore,13.616203427258153,7.745408956211076,80.80409222414558,0,92.19360512243546,A
Psychology,Freshman,19.54474360484212,6.047613582753345,72.62928240291515,3,100.0,A
Computer Science,Senior,12.698311251327356,8.779314763785928,98.10873469093188,1,81.17117229474609,B
Psychology,Sophomore,13.030201562891058,5.32626353290465,86.61406722137129,2,89.32925007567648,B
Biology,Senior,11.702216336935331,8.726810731461034,79.1657293197407,0,87.59301964785129,B
Computer Science,Freshman,4.324915138803834,7.389915720482357,81.9094455122285,0,55.33722642307285,F
Business,Freshman,11.893944498203133,7.112958199316647,83.41607621514507,1,79.95303510878584,C
Engineering,Sophomore,12.240920839764106,6.709572821871945,88.01783000081852,0,83.68554081291579,B
Engineering,Senior,21.852968449941145,7.559222502916864,85.47038283089493,2,100.0,A
Psychology,Sophomore,11.23055614087551,7.166128767817637,97.58175919643253,1,89.90884165792265,B
Computer Science,Sophomore,13.20618936933445,8.192971693814869,84.90890448717491,3,80.65922160045898,B
Business,Senior,11.861152921179027,7.302804883795836,99.76474044469938,4,90.93703406762872,A
Computer Science,Sophomore,7.325287849521872,7.33527158531569,95.54274873235288,1,64.74010873541472,D
Engineering,Freshman,16.571291258060082,6.87274900900753,76.25531543072007,1,100.0,A
Computer Science,Senior,15.007732130747097,7.14874893865104,97.91785643931749,3,89.97113688107714,B
Business,Senior,15.164127788172188,7.4770215920028535,73.49099193656428,1,93.82752401206973,A
Psychology,Senior,8.362450180821044,5.660848446609037,94.52349125473575,1,87.49503624805737,B
Biology,Senior,17.611177243744397,5.986633120104859,81.4186988042974,0,87.42723106772097,B
Computer Science,Sophomore,6.3925957488308764,7.868937684620444,96.33922961335209,1,64.69017169345466,D
Biology,Sophomore,14.347428375201082,7.353778894315148,96.04170070322351,2,87.92621615614706,B
Engineering,Freshman,20.761822503239912,7.034414997282589,94.17776200352864,1,100.0,A
Psychology,Junior,8.037854699477247,7.216590539758854,93.70091308921184,2,66.35339754467347,D
Psychology,Junior,9.734809081588912,7.512823534825504,79.14037417294122,3,60.02857049684931,D
Computer Science,Freshman,12.398605460350565,6.714216287721575,72.42757849153756,2,83.73898557708162,B
Psychology,Junior,9.986097383535203,6.499525747137919,82.08940536295485,1,86.13262926377169,B
Computer Science,Freshman,5.797346275735469,7.376260729587914,75.20573544959527,2,83.42064689891053,B
Computer Science,Sophomore,12.27425189922411,6.319464500146472,90.84853266707385,5,82.77726003182956,B
Biology,Senior,7.7507851450955805,7.567427480143025,80.38299179613357,1,75.1114556824968,C
Psychology,Senior,13.894369722540727,5.667674756185944,99.26830602579744,1,98.3003313979145,A
Computer Science,Sophomore,8.322303063064787,8.12624007359308,89.22916232035996,2,65.54049325156878,D
Biology,Senior,18.19973762007016,7.6253377341717385,94.67441690903082,2,98.36926316394789,A
Business,Senior,8.866986830655051,7.430426760882488,73.97574018225545,2,82.17640228816529,B
Biology,Junior,10.711753935177297,8.084421885550963,95.86043446817868,1,89.28624125599677,B
Biology,Sophomore,15.25406886947868,8.698927000016319,97.68271571540183,2,92.52888846735053,A
Computer Science,Junior,7.076542734264179,8.112933058516317,84.61185756456808,4,78.0133216968024,C
Engineering,Junior,12.909839738416517,5.543213191801519,88.18758813252933,4,66.8098483849147,D
Engineering,Senior,17.228571017129713,6.048380729937868,92.94429402708987,0,91.7094400339214,A
Engineering,Senior,5.57006706175509,6.637663280073889,75.24515881781238,4,75.83871215640778,C
Biology,Sophomore,12.738535434129217,7.223481945189751,85.07698229390327,2,81.00164859883148,B
Computer Science,Senior,13.039531176993695,7.665893118422211,81.9598908331694,2,90.65768203973622,A
Psychology,Senior,15.127291487109241,6.546830568161881,74.39121976486747,3,96.67526713030473,A
Biology,Sophomore,7.052197156487672,7.368090088029371,81.02603266874594,0,73.82657526945482,C
Biology,Senior,6.718173547662895,6.5201553608820095,72.04516928156481,1,75.92392501415395,C
Computer Science,Junior,14.087766262467591,6.649633977307246,70.77435720848462,2,83.26567622111267,B
Business,Sophomore,13.187938692932745,5.9340050128366,74.05498867464468,1,86.26158240613857,B
Biology,Senior,13.001971401383507,6.369090078500186,98.89345334767522,3,93.03970155750777,A
Business,Freshman,13.385792837987903,5.9834838549453,86.4858860768505,0,89.6797537137388,B
Business,Sophomore,9.279901113686037,6.3217140723204,98.9746648345966,3,75.20610340207838,C
Engineering,Sophomore,12.929014788644015,8.148277616947055,82.97493634990396,5,92.45998019476377,A
Computer Science,Freshman,13.172289893194725,6.345541000051251,79.35448399255779,0,94.21422759019822,A
Business,Senior,9.142594327894528,9.569143858353652,85.18425588520732,1,68.06789308027861,D
Computer Science,Senior,19.463098044579027,7.643986110792801,83.1853506589873,1,100.0,A
Engineering,Sophomore,13.89533168364715,7.3663525113253865,73.16994052785232,0,88.92922056156323,B
Computer Science,Sophomore,7.234786011189406,6.427477997836908,89.22478944070619,1,78.9616656872939,C
Biology,Senior,14.626214434535319,7.830278891468092,76.48114547528799,2,100.0,A
Business,Senior,8.101273319090714,6.681925956386004,88.58763864693489,2,66.87230065873484,D
Computer Science,Junior,15.148338414969809,7.309808833180825,89.5060327719446,0,88.61552974328445,B
Psychology,Sophomore,16.634382316029615,9.504076084441916,74.56074559385944,3,98.54336565492241,A
Computer Science,Sophomore,8.717270726593158,7.113546090247815,71.84048881332005,0,73.57828656488125,C
Business,Freshman,15.853504516977287,8.234345993657108,93.4228475820532,1,100.0,A
Engineering,Junior,13.651123707745993,6.567141217386702,83.79401271307961,1,83.0290072325069,B
Engineering,Senior,15.28824063997796,7.1685103585527346,71.74491386516428,4,89.9425207098857,B
Business,Junior,19.58717193061579,8.793720572071958,99.84598951509301,1,100.0,A
Biology,Senior,11.018447535988518,6.63572964799101,71.733416829891,3,74.57698284255255,C
Biology,Senior,8.985055342570043,8.831203702197236,90.85105686575659,1,79.84848161289985,C
Engineering,Junior,8.441942281497907,7.836976741909928,99.5103677579024,2,82.8673642221617,B
Engineering,Sophomore,8.736758860138247,6.69377990169516,77.17540312647776,2,76.59865610978679,C
Business,Senior,11.691593162343583,7.769166965149969,74.26748106061589,1,86.62816053368125,B
Biology,Junior,13.364607899266575,8.075299004664057,73.64154818267286,4,87.2804289857956,B
Engineering,Freshman,13.106763197320076,7.759628965995477,79.09825442702787,0,78.35856000965126,C
Biology,Junior,15.308732996144094,5.78679775209859,73.0313743303194,1,94.93215491037878,A
Engineering,Freshman,12.052007567511628,6.545576541757619,90.76484025082397,1,100.0,A
Computer Science,Senior,17.814136308629266,6.977233228003646,71.86875394390188,0,99.80416276725737,A
Psychology,Junior,10.941372667048176,7.133009913809959,85.2826638444937,1,86.57264767620131,B
Computer Science,Junior,22.880676666358475,7.75860488779561,99.9009056155893,2,100.0,A
Engineering,Freshman,14.502669391060024,7.359930900839928,94.41910808518057,1,82.79112503921836,B
Psychology,Junior,8.571369774334869,5.998190077160909,88.45658314693033,1,91.47441588431491,A
Psychology,Junior,7.716430007755551,7.542178065905367,79.18760862359835,0,79.90804348730268,C
Engineering,Senior,13.92988966097274,7.749527170755441,88.71687508874916,1,100.0,A
Engineering,Junior,11.106148858696596,7.703811403137936,85.81124391734954,1,80.1249806296475,B
Biology,Sophomore,14.856001976368368,8.17270265299916,82.78250151671115,1,100.0,A
Engineering,Freshman,13.89295049829418,7.950529939094014,73.92131130220598,1,98.69152995716648,A
Business,Junior,11.70868434937251,7.613262071305593,96.598126457214,2,91.60331936239677,A
Engineering,Freshman,8.61282512772638,7.136850859687218,83.49353946463968,3,81.52568720535406,B
Business,Freshman,5.9406111012565415,5.705135159835608,75.83867535462295,1,69.6388182179222,D
Engineering,Freshman,10.213940191731915,7.586656397219327,81.03278052631869,2,93.45490628543018,A
Biology,Junior,15.42559517729389,7.3869189184468,82.42389257586781,2,96.13956672650113,A
Business,Junior,12.856374976520815,7.444420953475836,94.82613686700623,0,73.71409874986234,C
Computer Science,Freshman,7.017044885152048,6.050926281761722,92.00843141684206,6,65.57639647632107,D
Business,Sophomore,12.692723703404727,6.227049113632564,93.0791468092402,0,85.77779980039726,B
Biology,Freshman,13.541269518915348,8.147837567999613,70.33093793285941,2,94.49254115893763,A
Business,Sophomore,8.464570255195468,7.164400361529011,82.48461994539285,2,78.91594719252438,C
Engineering,Freshman,12.614900423782112,7.813350627635362,84.44032454905971,1,99.224573192123,A
Engineering,Senior,12.232834873784,7.225486538517416,70.5757683046917,0,72.14165161779194,C
Biology,Freshman,7.428118808677508,7.226780525546171,77.79439626235103,1,78.33073565945105,C
Psychology,Freshman,13.431149441393133,8.044455425378398,92.80869469366405,0,77.07137810603525,C
Engineering,Junior,14.243138105472937,6.735559744604363,74.11329117186997,4,97.51594181282037,A
Computer Science,Sophomore,16.332204972701106,7.286508699246885,86.05930394357775,3,96.10494427327676,A
Biology,Senior,16.21520820813961,6.783952240165462,76.45605616051712,2,99.20626619434827,A
Business,Sophomore,6.489322528171636,6.808953395310916,70.3636232393168,0,67.57887597022585,D
Business,Senior,8.248699840339508,6.921745088878224,77.23604372798624,2,88.76547673532626,B
Computer Science,Freshman,14.060141068834639,7.3999203944703416,99.2762126473016,2,100.0,A
Engineering,Junior,14.055143803648836,6.769126240502871,94.04611335648968,0,95.74336015287685,A
Biology,Junior,14.060190745224192,8.330180513016169,98.787299329631,2,92.39155243410994,A
Computer Science,Sophomore,27.410925962618883,6.394853428002446,84.63562131779088,0,100.0,A
Engineering,Junior,14.283562042772669,7.031815520254777,73.29208596032511,0,86.31641923058325,B
Biology,Sophomore,16.542262560722396,6.804242047553243,86.43878466921079,1,100.0,A
Business,Sophomore,15.81600705397281,8.50228009591836,83.63132003679883,1,100.0,A
Biology,Senior,14.605565005223191,7.376899298860417,95.33071248218847,1,100.0,A
Psychology,Sophomore,10.738923021438618,8.128660085521771,72.94247742352734,0,79.98180101698836,C
Biology,Senior,15.03587688197307,5.862995664266725,84.64723411065334,0,94.76476117492568,A
Psychology,Junior,8.908699141849713,7.440345239282333,74.50145994081953,1,70.41452362092369,C
Biology,Sophomore,11.052725573039965,8.000667716061093,79.7402778067018,1,90.89612032418496,A
Psychology,Sophomore,10.058545808683586,7.274055590347882,92.12071232163399,1,86.64471146752602,B
Business,Freshman,12.32749655754529,8.158932337558817,84.280543881063,3,74.40036021668055,C
Engineering,Sophomore,21.258634266694035,6.734440394909665,81.27664855437308,2,97.57638522779247,A
Psychology,Sophomore,4.530939229633008,8.468412696167022,81.83428835710106,2,70.40557417549302,C
Psychology,Freshman,14.745040761498053,9.269008311257325,83.7834030521796,0,93.93572416505509,A
Business,Freshman,5.549136515241393,6.873445295604307,93.5504963151117,2,62.84245279358708,D
Psychology,Junior,10.112272536842266,6.799047730739305,96.76254066820704,1,85.55740101197942,B
Computer Science,Sophomore,16.355802387869463,8.50804602940593,98.66004059511785,2,100.0,A
Business,Junior,12.25712007638185,8.62161493115764,93.60710158765886,1,88.34393350894838,B
Computer Science,Junior,7.6890208882827755,6.729425975562059,79.46220687244038,0,70.96365291629829,C
Business,Freshman,9.138785162960128,6.821831864613729,90.64404118259627,1,88.72773216676538,B
Psychology,Senior,14.718390995738703,6.946393852025544,83.12809372166176,2,100.0,A
Computer Science,Junior,9.078533473131454,5.9899945400691506,77.64011866138154,4,75.08927358022062,C
Psychology,Senior,12.8658343583279,6.373213248164221,95.22614738277768,1,82.96732012332916,B
Business,Sophomore,12.182287359615255,6.296273309923139,71.15279046886975,1,90.17510347933425,A
Psychology,Freshman,9.393598609576731,6.508982191406284,97.0528597640627,2,77.56515519020236,C
Computer Science,Sophomore,20.5757763573013,7.1687836013518975,83.84432393874202,0,100.0,A
Computer Science,Sophomore,14.535676089272044,7.410793259282869,89.11604430424842,6,99.01190249912017,A
Psychology,Freshman,3.8994296533695714,8.59545044353267,89.78061766617348,1,56.19707220265373,F
Biology,Sophomore,12.745817259077711,6.301481363335088,96.85353222119609,0,98.03943861379494,A
Business,Freshman,9.352854140926448,8.085890158628926,89.10009046501622,0,83.2865585426163,B
Business,Senior,15.409733339184896,7.007410040197042,88.41800754280186,3,91.12058325000488,A
Psychology,Sophomore,8.829917046269198,7.155482661312811,71.9995612168207,2,79.44516825998986,C
Biology,Freshman,11.541054234132403,7.807337542949943,85.55224065835613,1,86.80076046968034,B
Computer Science,Junior,14.019949115921829,6.1895501805939315,74.50507002451126,2,76.27860289835952,C
Engineering,Sophomore,15.463020776680485,7.544168771565646,92.12301306164457,3,100.0,A
Engineering,Senior,7.198814371776895,7.349806987391751,85.36665762438024,0,77.19270715716175,C
Psychology,Freshman,10.661995056636206,7.643206137607335,90.4068333762506,0,88.46521537458966,B
Biology,Sophomore,10.100218755356176,7.460251779517036,71.25018701807153,2,91.02325709565147,A
Biology,Sophomore,9.386683069705153,9.409770125919806,72.5437604813741,2,76.59605828174864,C
Business,Sophomore,19.061816961124386,6.626034014173816,91.48970164188047,2,100.0,A
Computer Science,Senior,13.619926843843823,6.722102740498364,72.1625300799602,1,87.9058644400136,B
Biology,Freshman,6.956464182659819,6.6391735262177125,72.13770183295776,2,82.03714769291012,B
Engineering,Junior,15.671447788219105,6.700070592755771,70.36325425704662,0,77.50947166040373,C
Computer Science,Junior,20.488624788050533,6.626351585424135,98.6950419489844,0,100.0,A
Computer Science,Junior,16.12986104220459,8.270114877996797,92.12525078377021,1,93.0683013635736,A
Psychology,Freshman,5.922520136183946,8.47845382319087,80.59754225506192,0,79.20532863946424,C
Biology,Junior,10.063063708534994,6.686328335625472,78.89606743862966,4,85.92858616116081,B
Psychology,Senior,17.06764459674649,6.450879984206194,80.49109689237548,1,91.56413093057536,A
Biology,Freshman,9.169322137524876,7.624274000747764,93.23960593543546,5,75.91152879026802,C
Business,Sophomore,13.775277712584913,6.702999260147126,89.84111833211243,2,89.47478690944887,B
Psychology,Senior,15.098536213717347,7.76963863597996,75.55586703602404,2,87.69809980562644,B
Psychology,Sophomore,8.292278113687669,7.38263071876617,75.22328006002253,7,86.05282749187914,B
Engineering,Junior,11.7618985757528,5.8358302965024915,72.95186949140192,2,81.67626470783033,B
Psychology,Senior,0.0,8.592754681197055,89.80908159104014,2,39.633226267222454,F
Biology,Freshman,7.902449434662841,8.81628990578597,92.93117986665209,2,77.61124716196275,C
Engineering,Senior,10.989727394427359,6.648490178564052,77.95139284975012,0,75.84178496883447,C
Psychology,Sophomore,7.008867272140602,6.8510685960576145,70.62834883092738,0,62.64590436910818,D
Psychology,Freshman,18.52964521572654,7.457278851652415,72.46515002429283,2,92.05172464629642,A
Business,Senior,6.279434488157469,7.501011110988323,99.03580104535092,1,75.94154031509267,C
Psychology,Senior,10.239822053212064,7.7926898454055475,78.86334332432261,2,94.8457699111607,A
Computer Science,Senior,12.522962309144365,9.009184084889714,93.076694435144,0,93.56976899837201,A
Engineering,Senior,17.765093156264463,7.0407474952553555,88.73990706562792,1,94.79229908093893,A
Computer Science,Freshman,6.2565513952822425,6.4815324799153915,81.45818918958688,2,77.13394535085965,C
Engineering,Sophomore,16.65265500861984,5.958612694786925,76.17061786586666,1,91.9010375793921,A
Business,Senior,12.040932244078348,6.542162964052273,73.6415925447822,2,80.74649242974563,B
Psychology,Freshman,8.073965395808196,7.1701857244135825,88.450389041166,2,69.28310111153453,D
Psychology,Sophomore,13.848413897053083,8.81510207716601,93.23901341913364,4,79.67453323525204,C
Psychology,Senior,12.79623878229388,6.734149830867446,89.31712760623392,1,85.13356041487215,B
Engineering,Sophomore,9.599132491364822,7.401409156475009,85.90906399747475,1,83.48463313507618,B
Psychology,Sophomore,12.279208339960075,7.185219393534523,71.25853670294909,1,87.01909807809484,B
Computer Science,Freshman,10.45874561255296,8.269553946103276,99.05466332783152,0,82.08583584319256,B
Psychology,Sophomore,12.454069381004992,9.47423918328626,93.96142574963724,1,84.04434292756613,B
Business,Freshman,14.648522698084186,6.722218104371712,78.78466110102895,1,97.17604662582254,A
Computer Science,Senior,18.34406726458141,6.7595045017336,99.39910988076552,0,89.95914937510683,B
Psychology,Sophomore,7.048738004692604,8.139744789362165,88.05644768908967,0,83.92506410511479,B
Psychology,Sophomore,20.532133498625065,7.8137023406636805,87.4726797462174,0,98.87351105655686,A
Biology,Junior,4.1916488019099925,8.862036593162431,92.44219538288596,3,66.49520035512136,D
Engineering,Senior,11.392859619857667,7.725535366793368,94.35309364270412,2,74.9183126889515,C
Computer Science,Senior,14.353268825938306,6.876637118291646,89.69435821994509,1,87.88092991941666,B
Biology,Junior,13.12396747094013,7.731589347623078,73.842872390986,4,98.27261212532673,A
Business,Junior,9.509201920717626,8.197833222524617,80.14802517983495,2,87.34201876691735,B
Engineering,Freshman,11.167510998570899,7.938433963077628,97.8425092097815,0,94.3035520376967,A
Computer Science,Freshman,10.027996261364668,7.656546627996568,76.73846835531556,1,87.72355208446861,B
Psychology,Sophomore,9.642540972223154,8.160007220630238,81.1650107151254,2,74.62424234159333,C
Computer Science,Sophomore,15.398408388084098,8.252366031401106,82.96230648832588,0,93.60873370626622,A
Psychology,Sophomore,13.42806194386019,8.443943091933775,83.18214969083357,0,85.96605788145337,B
Engineering,Sophomore,9.228361618957383,7.783838898830679,88.38818747483576,2,92.62275314226459,A
Psychology,Freshman,15.598399501733002,7.049593727714831,98.29227513234123,3,85.31656032397437,B
Business,Senior,13.229198083506438,7.332042317789991,77.22078135497514,2,97.25188077551203,A
Psychology,Sophomore,15.25144847535584,8.285858069857522,73.64504128902755,2,100.0,A
Business,Senior,14.518515367694448,6.464757896111488,75.92411469579812,1,100.0,A
Engineering,Sophomore,8.684019956311712,7.531805977985611,96.60774700627809,0,77.1250601298282,C
Engineering,Junior,9.759275839212123,6.845995068905376,89.37432437965617,1,87.43797672626603,B
Computer Science,Sophomore,14.989174420493047,7.225870340641336,78.57720367717481,1,100.0,A
Business,Sophomore,14.44148106173386,8.350606676346569,94.47840816905853,0,89.35603493486477,B
Business,Sophomore,11.916393624143408,7.371989161217913,95.84109989090308,1,74.9937277346835,C
Biology,Freshman,12.469309533235128,7.241792893340534,95.39543016070834,1,73.25509004186597,C
Biology,Junior,17.110659583153698,5.976129473118073,97.56779600918664,1,100.0,A
Biology,Sophomore,9.63371444465668,7.8716282094244985,77.56723060520085,2,67.93641242791277,D
Psychology,Sophomore,14.18838952468015,7.780935763026968,92.65125786238835,3,89.9073081753334,B
