activity_level,age_group,weekly_workouts,avg_daily_steps,sleep_hours,water_liters,resting_heart_rate,vo2_estimate,fitness_level
Very Active,36-45,2,9092.390671651587,5.7686868842697505,1.6826938660519692,73.06993451394135,36.07429205124836,Good
Lightly Active,26-35,5,6827.195914807099,7.911719556480081,1.2149917124998892,64.67064456419001,36.036817278225975,Good
Sedentary,26-35,2,8308.453751676387,6.38277760983004,2.056680221495422,70.20368269613522,38.57257084585187,Good
Lightly Active,46-55,3,10606.581981530066,7.379428832953748,1.2433820757852745,70.86339002562644,35.47793435003241,Good
Sedentary,26-35,3,6427.675582815837,6.084751394965998,1.7007763797485218,74.91326037756689,35.56570334992046,Good
Sedentary,36-45,2,3769.8602525630185,7.150267141477341,1.0071591920848242,71.63068462069039,37.42530577466092,Good
Sedentary,46-55,1,6747.423151233027,8.240397478329877,1.483269331784205,70.29306872556688,31.73465031145503,Fair
Moderately Active,56+,3,4859.56964414777,7.843642552948717,1.5304314721505807,61.3099037044127,31.38601890378224,Fair
Lightly Active,46-55,4,10775.2807041308,7.622435086384203,1.7720189644719773,64.17440914246174,37.51389421723182,Good
Moderately Active,46-55,3,8480.378497183254,7.636805283670735,2.6751019238969707,70.81515277010391,39.3424743954151,Good
Moderately Active,46-55,5,12206.090757648264,6.561759648750596,0.8554203921714523,75.83372386584288,41.94153762245686,Good
Moderately Active,26-35,3,7976.374126301373,7.766315211969903,2.199702359613814,60.04500161272213,40.15021480391735,Good
Moderately Active,56+,3,8923.161385511266,7.063523133570938,1.8987241408338147,72.31542640657594,42.05951284568257,Good
Lightly Active,56+,2,4878.801649980862,8.06110407250022,2.3625104713168064,68.61111337162355,36.14039078219541,Good
Very Active,18-25,3,12662.679026513339,7.34428703068927,1.2589853867959397,68.93894032044356,40.35908206041681,Good
Lightly Active,36-45,1,11532.050139549961,6.81221185589884,3.247984626369723,71.78721976717333,38.22058409754952,Good
Lightly Active,46-55,3,12458.33082858345,6.863033044186499,2.602697899249223,65.22526690139695,36.27470863770348,Good
Lightly Active,36-45,0,7031.877014334198,8.293671418003619,2.7487554400994796,77.67691968361846,31.59672984918166,Fair
Lightly Active,56+,2,8493.429493741682,6.568156415484725,1.8512880956827642,72.184509766986,37.56869950422631,Good
Sedentary,36-45,3,5711.951963713835,7.389708400001702,2.0438215323252655,66.53885960293276,33.32558938093473,Fair
Very Active,56+,1,9595.236508460872,6.869351544195317,2.1639474187637213,70.61556255173677,35.297255358243525,Good
Very Active,56+,2,5801.637789170343,6.241692100951952,1.23848812129889,64.62746799749878,37.7689442411948,Good
Sedentary,36-45,9,10764.405291506451,7.572960269235146,1.1049920093720478,59.29765441007635,43.688415461489924,Good
Lightly Active,56+,4,11285.282709647234,6.758963736326948,1.286746931513116,66.17838871646526,40.78467956382371,Good
Sedentary,18-25,0,5970.180406777921,6.658549419581257,3.2934549442849823,78.70514587092156,36.18059213967247,Good
Sedentary,36-45,1,6331.682272931286,5.411927503268846,0.34077237123500725,74.72809509168147,35.07291208964929,Good
Lightly Active,36-45,1,12816.742824625268,9.254933937805559,1.865660543422918,72.56448563718013,40.04605139806772,Good
Moderately Active,56+,4,9041.919383311626,6.590397754956647,1.4484724865010816,66.2948671279411,36.303626187751966,Good
Moderately Active,36-45,3,6186.230755868268,6.833966712270272,2.2418670471267528,72.48898450907292,40.84823346379447,Good
Lightly Active,26-35,6,10402.884201327639,6.845653242647523,1.9867756510167076,62.042392536907464,39.626265886412064,Good
Lightly Active,46-55,3,10679.580628566033,7.5562884945322875,1.15042496837934,75.34876895230117,39.99918349214279,Good
Moderately Active,46-55,3,10213.834935585026,7.318657800535835,1.870365986278659,71.46829834474126,40.84179025464193,Good
Lightly Active,46-55,6,9896.050975599841,8.183704333800684,2.5605749314282886,61.18714174451379,43.54609206736418,Good
Very Active,26-35,3,7310.13331382553,6.4858051467093,1.963555534788032,73.70282369870104,38.44252688929694,Good
Sedentary,36-45,5,7687.293519196396,5.061850759779095,2.4337821176272163,63.881280177281084,38.33761015016234,Good
Sedentary,36-45,6,9739.440742060317,7.4489946648262215,2.114963426934987,61.41534576357259,36.28960364856256,Good
Very Active,36-45,1,8616.739822850885,8.50075107344275,1.8099732705820555,68.6335387647447,36.096571570162034,Good
Moderately Active,26-35,1,6354.047569867926,6.242645448168945,1.0130326828819856,81.7812498914135,36.97048809283145,Good
Lightly Active,36-45,2,4506.261106807802,7.246971972863715,2.658540827364377,72.63064991693552,35.13836614412391,Good
Moderately Active,26-35,3,9552.003552421946,7.282621624633084,1.9209186892960055,67.60161780056545,40.3416367335844,Good
Lightly Active,26-35,3,11381.674397686129,8.18924710688223,2.633762551300202,66.42555801773985,38.2759325355185,Good
Lightly Active,56+,4,8661.977444171238,6.455004997285617,1.1312742691062183,68.71926147476607,40.030924308812025,Good
Very Active,46-55,4,7913.297364562816,6.607631439009195,0.6440246898058417,68.77304201418157,34.5677456080801,Fair
Moderately Active,56+,4,7137.864710707903,7.323955482420799,2.373314267499968,63.495405738340786,36.27910857843646,Good
Moderately Active,56+,4,8682.16278566132,8.197933705759981,2.642347493492448,72.31550900545069,44.05292024487882,Good
Moderately Active,36-45,1,4174.567110107443,6.7685883505821325,2.0149766664239284,78.9070780426068,33.47988069756682,Fair
Moderately Active,56+,1,3220.210488482863,6.6090624948587156,1.5710856370667998,74.6081294261948,35.82942994379631,Good
Sedentary,18-25,3,11033.360061488269,6.973308671467609,1.7926831002612624,76.34257663389914,43.21226198180727,Good
Moderately Active,46-55,2,2306.680831420679,7.558018653916728,1.4830814786725397,69.6785984233235,35.77712079971762,Good
Lightly Active,36-45,4,5632.780619243211,8.050275930571164,0.8143136077746481,70.38692736638001,34.002539800744074,Fair
Moderately Active,18-25,1,8106.961494081653,6.370485186452762,2.174677925371449,71.01143202695137,31.91421346105159,Fair
Lightly Active,56+,3,6815.062534492751,6.98161305463273,1.961889668472778,69.03554574837854,27.8448466677231,Fair
Very Active,26-35,0,7262.542042245354,7.824557945888121,0.887557361107891,81.16662924718919,32.10674412192082,Fair
Sedentary,36-45,4,12151.260289670287,8.056360167374653,1.2950235638364336,60.521427278119795,42.71194298376873,Good
Moderately Active,46-55,1,7341.235623270467,6.510512185550517,1.9970626790723087,66.00682411886058,36.47571926728611,Good
Sedentary,18-25,3,5529.080693254192,6.133707331645381,1.4636825960885274,69.41628410051918,38.18481728358877,Good
Sedentary,36-45,7,11376.13089253117,7.563388086167863,2.4354437440575754,66.08893952726629,46.63339257776098,Excellent
Moderately Active,46-55,1,6935.1506730486235,8.070780992942531,2.774649654713513,69.52445005812913,30.078804640822767,Fair
Lightly Active,26-35,2,8678.75746419761,7.430015017730009,1.6420452395712806,78.31930090511055,40.17191436705116,Good
Sedentary,36-45,2,8118.112684102771,5.787540552866792,2.7416696355444277,73.39735548634705,38.49955403658411,Good
Sedentary,46-55,3,12583.103918950646,6.582516328556601,1.56055840624905,76.18847125257437,47.133429437519204,Excellent
Lightly Active,26-35,2,8268.546160966289,7.186563409971487,1.2569253078005453,78.80907005146398,37.80677262075322,Good
Lightly Active,26-35,4,5415.965693143786,6.830837479047169,1.974729973908772,62.05885604146766,34.248009224533185,Fair
Moderately Active,56+,2,9200.7323996106,7.213035517642624,2.353775487705322,73.80151543300717,33.38534890610906,Fair
Very Active,26-35,3,9926.50022876298,6.58706928094492,1.6131074209059442,72.63885172971646,40.01255404800739,Good
Very Active,56+,0,9648.578901211939,7.168765987774925,2.176573609989103,71.75286217302522,34.916056741487054,Fair
Moderately Active,26-35,6,9269.685054574235,6.711196782366468,1.8127625800249272,61.63423398883854,39.768186980599985,Good
Moderately Active,26-35,2,8277.425901351435,8.335869214554842,1.4508509390107784,78.06035714149735,37.938313248010886,Good
Sedentary,36-45,2,7859.625552571553,7.586504199784865,1.4616387688644914,74.08120982313606,34.60477882859437,Fair
Lightly Active,46-55,4,5317.494858120381,6.442672218329636,3.309517431546632,67.41446886128776,36.30248555741449,Good
Sedentary,36-45,1,6424.5678693559275,7.868372365538404,2.780527173778083,75.55400286101144,29.449954251127497,Fair
Sedentary,56+,2,7868.425273765687,8.202593311366671,2.1211615127045427,75.70259841760918,39.604846359965066,Good
Sedentary,26-35,3,8950.937977167943,6.6865894268262105,2.5552620898846063,75.09565575606022,37.354933805671656,Good
Moderately Active,46-55,2,7841.634156664717,5.395260815829237,1.8624438032607962,75.01982992452298,41.421554301774066,Good
Sedentary,36-45,5,11961.379215034358,5.571429324243043,1.1310682728224002,74.22577107949769,40.735948703356826,Good
Very Active,56+,0,3414.3226079326896,7.021161824775884,1.7426906728239846,72.15468459718059,31.35049892240749,Fair
Sedentary,56+,6,12550.597804388277,5.615697729541015,1.6303067912276703,68.51790257344054,40.84847252521868,Good
Very Active,46-55,3,12247.469264843714,7.5052879512357915,0.8360319557777796,69.4588476739858,44.57713629650863,Good
Sedentary,26-35,4,10452.912667486315,7.9877232414876485,2.334613577281104,72.75701026884705,40.921333459039104,Good
Sedentary,46-55,4,4737.802069110119,8.75704263404879,1.7252053204580993,64.6047984350417,34.287052089907576,Fair
Very Active,46-55,4,6844.288196790365,6.839313678656592,1.236411315798723,72.3591312700894,37.18890391633992,Good
Sedentary,26-35,2,11770.763531524108,7.410437754342806,1.7074229677049524,74.11924632943584,38.56931015935508,Good
Moderately Active,36-45,2,5563.869806838666,7.553281048777681,3.084079336604432,72.84004348106902,40.06532301450763,Good
Moderately Active,46-55,3,6121.343325313525,7.414234657743634,1.6720861428068474,74.35917307624673,36.17542951906259,Good
Sedentary,36-45,2,8571.5263581444,7.0142541992892715,2.1257555749865475,69.47784768380406,32.47858471317601,Fair
Lightly Active,18-25,2,9653.943908068562,6.6251398360641645,1.5623678422775125,69.35779996794682,36.27806961187382,Good
Lightly Active,36-45,4,10044.85695003948,7.4840996257668495,2.3881790635570748,70.6076002216144,38.82628195617873,Good
Sedentary,36-45,5,13388.896164105425,7.376862351745711,1.1574087917551446,64.47161272033388,39.84931868361665,Good
Moderately Active,36-45,3,4995.532579452301,7.799239056588817,2.380820900497941,65.36080590276669,35.57252127522547,Good
Sedentary,36-45,2,10045.76623849256,7.927600812434672,1.9540015029206037,81.56492226224798,37.49091871842094,Good
Lightly Active,56+,3,8507.472759184571,5.960774796412333,1.7835938174821362,67.20933448234379,36.68370442926354,Good
Moderately Active,18-25,2,10455.663171409848,6.448735601449205,1.1847905526842348,71.15822093673707,37.9171342601264,Good
Moderately Active,56+,4,9206.435033564867,6.2468092820984005,2.502092597950097,66.76929187596943,43.91575420253935,Good
Sedentary,18-25,3,11998.933307449694,7.093674507495076,2.007223109915734,70.44514104981569,37.97814367067065,Good
Moderately Active,46-55,3,2449.2540052233217,8.236441707292999,2.4717036326883566,63.88418223556288,36.583483762879276,Good
Very Active,36-45,10,8902.658237784013,8.53721177398235,1.7604975043513715,57.067996576114986,44.81890781678604,Good
Lightly Active,56+,3,9854.716648758273,6.257995668535412,1.6649693656757547,77.4127148063819,39.0059429894252,Good
Sedentary,18-25,2,8604.41804512535,8.11502407323712,1.599864269015936,70.36656989015921,39.45293243762158,Good
Lightly Active,36-45,4,11363.811326323284,7.490926386923785,3.185968524556457,64.20406568561529,42.39118006388146,Good
Very Active,46-55,0,6454.00220762841,8.599218634100252,1.7411005113253482,72.81905695983806,34.26088178067625,Fair
Moderately Active,46-55,7,10813.370300538052,7.080681049725357,1.9972736340064696,60.122098867324034,45.072288953095175,Excellent
Very Active,56+,1,3557.7212142775884,7.435098575170007,1.1165711106581742,73.87101371642454,34.49471986268262,Fair
Sedentary,46-55,4,12060.15060853842,7.367361990438647,0.445815213626392,70.2074038535531,43.7286041644182,Good
Moderately Active,46-55,1,9151.783648763756,6.304008113914814,1.2320537827711524,78.09658722052068,40.59704042673837,Good
Sedentary,56+,7,9489.571898070733,5.377194211166104,2.167394101993237,65.92861062223174,37.448966755253636,Good
Moderately Active,36-45,4,9693.938757596354,6.492119460845415,2.998183390641075,66.95470149181577,35.19823647667928,Good
Very Active,26-35,2,12256.61299256327,8.07270155752588,1.651061243377796,76.07512321257082,42.90776946217445,Good
Very Active,36-45,6,11846.244358027447,7.392306844028881,1.255745564210804,65.3470085599287,44.63736633806408,Good
Moderately Active,46-55,4,11045.705884278097,7.796207218131635,1.7264503939036193,70.30213686099675,48.12023132579549,Excellent
Lightly Active,46-55,4,3738.88215920743,6.074124279838593,1.5200221604914455,72.61565403642138,41.2002854823174,Good
Very Active,26-35,1,6699.59772938524,7.167159501559141,1.941743792643074,74.97524901632404,37.198541508334955,Good
Lightly Active,18-25,3,9280.579182365116,5.746160985933141,2.264911456872517,76.1933514992026,40.32986161696831,Good
Sedentary,36-45,4,2470.56027288924,6.912621771608887,1.0953319335460163,62.15085893816242,36.929944112722715,Good
Lightly Active,36-45,5,9625.569930078054,7.183293307992465,2.525735764540906,71.60260577979169,38.89056859458741,Good
Very Active,18-25,3,7771.495539185739,6.769594580586526,1.9371566184851678,77.77756393813667,42.93015805013215,Good
Moderately Active,56+,0,8142.820401201018,7.869261269785945,1.854679165773041,66.40460000288459,37.161855256290785,Good
Lightly Active,18-25,4,4993.301629767239,6.275735143158378,2.2543100522863995,77.45053498757663,41.682887529741045,Good
Lightly Active,36-45,4,12526.181595114826,8.6121574781706,2.1040223374872165,65.69561698828416,33.63902523713138,Fair
Very Active,46-55,5,5595.604251140419,7.68431199682688,1.7909576046148308,72.9138257084775,34.0137734919283,Fair
Very Active,36-45,1,7536.504627442684,7.057502882826971,0.975255796151098,69.5934623047925,33.375262464733325,Fair
Sedentary,36-45,2,6402.561038515755,6.765415758340714,2.06881622215957,75.09979646261702,30.75116694537973,Fair
Sedentary,26-35,5,11601.771019952375,8.440724334490234,0.8758083306877454,58.50229381182957,45.58390374914213,Excellent
Sedentary,46-55,4,8211.924020402499,7.168234373072666,1.4000127140701284,70.94995624190526,36.209930227253764,Good
Moderately Active,36-45,2,7959.857938623267,8.003943278186865,1.9167545977962033,73.55238449205181,36.643918256913516,Good
Lightly Active,18-25,4,15239.365848355352,6.2348092188852435,0.8711226442129447,74.61738893719709,45.11865202219434,Excellent
Moderately Active,36-45,4,8519.194224249368,7.231259243313685,2.6106834124789335,65.4995146282844,37.94768363618548,Good
Sedentary,46-55,2,6851.726308607916,6.885188048994403,1.3816652956492719,69.30472066253358,34.91097266060074,Fair
Very Active,26-35,3,8853.648287361915,7.882740254206638,1.6711295665015071,69.25308692855198,43.771463722705505,Good
Very Active,26-35,4,10195.605754491058,7.378435720093464,1.5841874799553421,69.92849568687224,41.468563588936505,Good
Sedentary,18-25,1,8076.191100668466,7.088761198545947,1.1594383801038224,71.62339480128014,38.86878745598568,Good
Lightly Active,36-45,3,9771.03450382673,6.445529527259044,2.3294994171055423,65.67491861908152,38.59413503881867,Good
Moderately Active,36-45,3,12880.194586491276,7.776575328611577,2.4105438128136063,67.82287752996356,42.649804823279226,Good
Very Active,36-45,6,11648.61038257645,7.444881296085656,1.3738989096003629,65.94367020250826,45.11065761966025,Excellent
Moderately Active,26-35,6,11952.08758111185,6.740209326184918,1.1921603564726164,59.82023871839715,38.944972540037206,Good
Sedentary,18-25,3,5257.974460514904,5.432250354028106,1.88040331168333,72.13571951553145,30.996151003626366,Fair
Sedentary,46-55,7,11470.113088739048,9.313173671631517,1.6387105767917278,65.3293578245216,44.08848483406631,Good
Sedentary,26-35,3,8452.586321961613,7.658510837876843,1.7182176229918433,60.989184660466336,38.87500082258417,Good
Moderately Active,26-35,3,7953.430203501828,6.974110146421374,2.318703758206001,71.454630073918,37.56121615056056,Good
Very Active,26-35,4,7065.4770663701,7.746743879604146,1.1868075472756785,59.58289256693251,36.93169936270605,Good
Very Active,18-25,4,7164.109559241142,6.2788195172876655,1.2632928487445882,73.90919601016193,37.634233219978434,Good
Sedentary,46-55,1,1617.7887163489759,9.251043598873247,2.241464355590133,67.26589573054368,34.865072687496486,Fair
Lightly Active,46-55,4,9316.095115915417,8.54797556714045,2.619597348306454,64.78575996696046,40.73141085254682,Good
Moderately Active,26-35,2,3604.0072730485854,7.212161283962593,1.8090356872248292,75.65575280946106,36.23371335504763,Good
Moderately Active,56+,2,8077.276212460284,6.230940269440996,0.9783065309025507,69.03444628412424,34.197164870203174,Fair
Lightly Active,56+,3,12415.024786812592,7.046826000124044,2.731260754565124,72.41807324420893,43.18956991907922,Good
Moderately Active,18-25,2,11534.100384040386,5.565668167923055,1.4850123665797152,69.97802742198762,38.45439475176537,Good
Very Active,46-55,5,10310.11589284439,7.256415009036955,1.0159270978094819,69.55612087654964,42.513299874528755,Good
Sedentary,56+,3,5005.07107130345,7.013880608236043,2.117762493165875,69.11937149897304,31.44944451241667,Fair
Moderately Active,56+,2,9178.730165821651,8.169440838156815,1.3750941440838051,71.42773208196424,33.75210839621722,Fair
Sedentary,36-45,3,8362.436484930422,6.22525226832304,2.357928172909054,66.51411569205567,40.71534544697514,Good
Sedentary,18-25,1,5432.291964471504,5.993057320989587,0.6816899982346956,71.03588069900312,34.483107266158534,Fair
Moderately Active,56+,4,10441.596640546977,6.680167000089228,0.9978918910887183,71.01269973410156,45.71247959874129,Excellent
Lightly Active,56+,5,9344.790891457556,6.599278507602094,0.5441449541442698,69.9292854943956,42.55249253829438,Good
Moderately Active,36-45,3,11080.426111478842,5.729570954110373,0.6957332570716883,72.6969565022812,37.43760859820303,Good
Moderately Active,46-55,4,9708.208660033193,7.2299284129596115,2.021863270075451,65.4252856014705,42.33806358004475,Good
Lightly Active,56+,5,10242.343200052914,6.584555972174279,2.0457015064102335,72.7949822554322,41.51897513188674,Good
Very Active,18-25,2,8355.121284031275,5.321317022932211,2.0497287516722578,74.71908710397956,39.856892479558134,Good
Very Active,56+,4,9541.205371041138,6.49813508969872,2.510348720604867,73.81538509812323,39.62768596873159,Good
Sedentary,46-55,8,10159.593713407467,7.659508855221516,1.2641272287218794,63.54970744365163,41.99182549275645,Good
Moderately Active,46-55,2,6934.770331524048,5.696622554840035,1.361272448292063,70.29446325715932,37.83251951556086,Good
Very Active,56+,3,4842.900734089112,5.892846631241699,1.9300641168761241,74.5646072013307,40.555586448111086,Good
Very Active,46-55,2,9960.674787621065,7.232672575338431,1.1066929261823528,74.11429104166007,40.12555446988202,Good
Very Active,56+,3,11785.634650685432,7.795685674250502,1.4035704003641643,66.39635315026635,40.10577421926139,Good
Moderately Active,36-45,3,1499.1563475377443,8.017084648091938,1.699182957163212,68.38558196202273,35.97852067334876,Good
Very Active,36-45,5,7984.556215189263,7.4483541318362665,1.5785518061352677,74.51626055432645,39.23433034384035,Good
Moderately Active,26-35,4,9543.785376200067,6.523535013262612,3.0656978933798547,62.242508732193244,40.593693127111095,Good
Very Active,56+,1,9544.649869282728,7.160693131089499,1.7382617405808127,80.44067947565871,34.84212116776365,Fair
Sedentary,26-35,2,7478.187132923251,6.524323563534219,1.325952372107856,74.21594082691732,42.831962517100095,Good
Moderately Active,56+,2,7981.447524989045,7.286144362893061,1.1006379594842084,64.1651416369264,37.78198297809781,Good
Very Active,56+,3,10235.485023842726,6.387921394131409,3.13627701228678,69.93321056569235,40.59828411110999,Good
Very Active,46-55,6,9993.93793046517,7.575006511871346,1.1692665155894961,61.387380065121,46.40002520149297,Excellent
Lightly Active,46-55,6,12463.733522491366,6.2686882926324206,1.4917191142690103,63.95635171447822,42.10152911531031,Good
Moderately Active,36-45,1,6448.314982409873,8.327608230568103,1.594584142361008,68.5066854844517,33.67067022591025,Fair
Sedentary,46-55,2,9107.836111892022,6.438243948205847,1.7475453036321398,80.01209915250504,38.42630670261711,Good
Very Active,46-55,2,8004.729620781016,7.589438554767001,2.5129222343171596,67.19807232579554,38.82889651315156,Good
Sedentary,18-25,3,8026.57679594738,6.116446540720865,0.40798913633457023,73.78143969058848,40.97152951261861,Good
Lightly Active,26-35,1,4529.097714315703,7.089935966651069,1.1557769292803015,76.89721318280597,26.97914710068556,Fair
Lightly Active,36-45,0,8075.757444155661,7.526509751660369,1.4901630339469016,75.72943638775747,32.03644372481941,Fair
Lightly Active,36-45,3,8495.197360093578,6.2415468496941156,0.4446869677196752,66.49438231757513,37.21761365768461,Good
Lightly Active,18-25,4,8327.567565087018,6.0761084572702115,1.1520686989273434,69.46267698754609,35.272126529546355,Good
Very Active,18-25,4,6403.152510589871,7.377642125468974,1.828968614597669,71.73618915553344,31.62806034014232,Fair
Lightly Active,56+,1,4348.797867137895,5.923715581363508,2.019719870333021,72.01041416464909,31.06688677445779,Fair
Sedentary,26-35,2,7697.171632633706,9.722859793972816,2.192094066442585,76.74579053436055,28.53688985607585,Fair
Lightly Active,26-35,3,6339.173417942056,7.791745938757964,1.7637773636361864,67.730917649568,38.35913898355419,Good
Lightly Active,18-25,2,6319.737142734535,6.833788318161752,1.3688388251781507,76.49954185187688,35.510115728780654,Good
Lightly Active,56+,4,8666.493832579892,6.752558077025955,2.6306033237581334,73.91314631276641,40.16290108724005,Good
Moderately Active,26-35,3,2909.431176643063,7.481539833664194,2.7621020298792796,64.28152096899547,31.842388975073717,Fair
Very Active,56+,3,12242.416187405073,7.978994254029319,0.3,72.94754015261228,40.67648650124439,Good
Sedentary,36-45,1,10430.309574859093,7.854343423001811,1.5281501554706267,72.56924528796847,40.52782570967114,Good
Moderately Active,26-35,3,5380.1127142757,6.21389442256128,1.5831893083473094,70.04143153328394,37.02285434022692,Good
Lightly Active,36-45,2,6119.993026664335,8.514311823909324,1.5202425671940811,77.38574616764217,40.50894512639434,Good
Sedentary,36-45,3,8246.330635849095,4.948561306607368,1.089209994224864,73.1785548187543,40.989932511952745,Good
Lightly Active,46-55,2,5411.865430139214,5.686139804417792,1.0364117349668238,70.28710413211662,26.95748381423082,Fair
Very Active,46-55,1,12056.757850700606,7.290365557593556,0.3113090889210892,70.5779428685674,41.52725299425903,Good
Very Active,56+,3,2126.310773918495,6.813911056404612,2.1012122471510537,63.07693296239069,36.95068848295453,Good
Very Active,36-45,2,11001.307402289209,6.822914372623584,2.9073123088025072,70.44423718917069,40.8658419109028,Good
